1995 2 1.89
1995 3 0.76
1995 4 -1.06
1995 5 -0.8
1995 6 -0.06
1995 7 -0.05
1995 8 0.09
1995 9 -0.2
1995 10 -0.41
1995 11 -1.23
1995 12 -2.42
1996 1 -1.34
1996 2 -0.02
1996 3 -1.16
1996 4 -0.94
1996 5 -0.52
1996 6 0.5
1996 7 0.73
1996 8 0.08
1996 9 -0.9
1996 10 0.09
1996 11 0.39
1996 12 -2.15
1997 1 -0.55
1997 2 3.08
1997 3 2.05
1997 4 -0.33
1997 5 -0.51
1997 6 -1.04
1997 7 -0.13
1997 8 0.3
1997 9 0.21
1997 10 -1.23
1997 11 -1.12
1997 12 -0.51
1998 1 -1.02
1998 2 0.54
1998 3 0.59
1998 4 -0.45
1998 5 0.29
1998 6 -0.94
1998 7 0.02
1998 8 0.63
1998 9 -1.9
1998 10 0.4
1998 11 -0.48
1998 12 1.48
1999 1 0.69
1999 2 1.06
1999 3 -0.87
1999 4 -0.35
1999 5 0.41
1999 6 1.03
1999 7 0.02
1999 8 -0.43
1999 9 -0.23
1999 10 -0.08
1999 11 0.98
1999 12 1
2000 1 1.12
2000 2 2.87
2000 3 0.31
2000 4 -0.63
2000 5 0.79
2000 6 0.25
2000 7 -0.58
2000 8 0.31
2000 9 0.46
2000 10 0.91
2000 11 -1.07
2000 12 -1.5
2001 1 -0.28
2001 2 -0.31
2001 3 -1.93
2001 4 0.48
2001 5 0.13
2001 6 -0.3
2001 7 -0.15
2001 8 0.56
2001 9 -0.84
2001 10 0.59
2001 11 1.23
2001 12 -1.55
2002 1 1.22
2002 2 1.43
2002 3 0.8
2002 4 0.51
2002 5 0.36
2002 6 0.61
2002 7 0.46
2002 8 -0.22
2002 9 -0.83
2002 10 -1.46
2002 11 -0.57
2002 12 -1.36
2003 1 -0.12
2003 2 0.95
2003 3 1.11
2003 4 -0.54
2003 5 0.76
2003 6 -0.09
2003 7 -0.19
2003 8 -0.24
2003 9 0.29
2003 10 -0.58
2003 11 0.28
2003 12 -0.14
2004 1 -1.23
2004 2 -0.45
2004 3 0.89
2004 4 0.41
2004 5 0.27
2004 6 -0.23
2004 7 0.4
2004 8 -0.48
2004 9 0.68
2004 10 -1.03
2004 11 -0.07
2004 12 1.93
2005 1 1.43
2005 2 -0.69
2005 3 -1.75
2005 4 -0.13
2005 5 -0.37
2005 6 -0.19
2005 7 0.08
2005 8 0.39
2005 9 0.15
2005 10 -0.82
2005 11 0.45
2005 12 -0.66
2006 1 0.57
2006 2 -1.14
2006 3 -2.33
2006 4 0.82
2006 5 -0.45
2006 6 0.92
2006 7 0.35
2006 8 -0.57
2006 9 -0.33
2006 10 -1.9
2006 11 0.79
2006 12 2.19
2007 1 1.54
2007 2 -1.25
2007 3 1.78
2007 4 0.27
2007 5 0.84
2007 6 -0.92
2007 7 -0.25
2007 8 -0.1
2007 9 0.05
2007 10 0.36
2007 11 -0.09
2007 12 1.12
2008 1 0.81
2008 2 1.5
2008 3 0.5
2008 4 -1.29
2008 5 -1.33
2008 6 -0.73
2008 7 -0.44
2008 8 -0.03
2008 9 0.1
2008 10 1.2
2008 11 0.18
2008 12 0.57
2009 1 0.56
2009 2 -1.03
2009 3 0.26
2009 4 0.42
2009 5 1.49
2009 6 -1.25
2009 7 -1.05
2009 8 -0.05
2009 9 0.99
2009 10 -1.44
2009 11 0.42
2009 12 -3.02
2010 1 -2.11
2010 2 -3.98
2010 3 -0.75
